Epoch,TrainAcc,ValidAcc,TrainLoss,ValidLoss,LR
36,66.99989550315232,66.00724435775982,1.2817010842429266,0.9838836850791142,0.001
37,67.28900344839597,66.3137364168292,1.3047358322143554,0.9564157189994023,0.001
38,67.48406423072903,65.97938144329896,1.3560525136523776,0.994193956769746,0.001
39,67.65125918701452,65.56143772638619,1.317378978729248,1.0004716864947616,0.001
40,68.08317949075203,67.3725271663416,1.3061340239312913,0.9531617822318241,0.001
41,68.38970357727541,67.34466425188074,1.294001943535275,0.9728650306833202,0.001
42,68.73802640287018,66.34159933129006,1.2852592950397068,0.9904140110673576,0.001
43,68.95050332648299,67.28893842295905,1.2661607694625854,0.9570387827939001,0.001
44,69.25702741300638,66.98244636388966,1.2814996451801723,0.994279697023589,0.001
45,69.9536730641959,67.17748676511563,1.2509908980793423,0.9327261304033214,0.001
46,69.50085339092271,66.62022847589859,1.2777399508158367,1.0032516471270858,0.001
47,69.7202967710474,67.03817219281136,1.2241611536343893,0.9551706519620172,0.001
48,70.2323313246717,67.2610755084982,1.2806065760718452,0.9258824627974938,0.001
49,70.85931241074228,68.73780997492338,1.27469292084376,0.9759201715732443,0.001
50,71.18673586680136,67.51184173864586,1.2748822548654344,0.9877079437518942,0.001
51,71.53854192065207,68.23627751462803,1.2135399015744528,0.9156065891528952,0.001
52,71.81371695287191,67.56756756756756,1.2947586698002285,0.9530590731522133,0.001
53,72.07495907206798,67.62329339648927,1.222550664477878,0.9506900721582873,0.001
54,72.12720749590721,67.45611590972416,1.3149003150728014,0.9558308412288797,0.001
55,72.55912779964471,68.4870437447757,1.2586816173129611,0.9161585055548569,0.001
56,72.72980598418614,68.20841460016717,1.2643827205234104,0.9601172414319269,0.001
57,72.6392420495315,68.45918083031485,1.255519696076711,0.9896645874812685,0.001
58,72.97014873384653,68.01337419894121,1.2506041253937614,0.953961179174226,0.001
59,73.44038454839945,68.68208414600167,1.2496046715312534,0.955496751028916,0.001
60,73.75387509143474,68.15268877124548,1.2402434407340155,0.9370296268627561,0.001
61,74.02208366714271,67.45611590972416,1.2208163491884867,0.9576056106337185,0.001
62,74.25197673203525,67.70688213987182,1.2147387589348686,0.9633224051574181,0.001
63,74.45052074262426,68.93285037614935,1.2263810327317979,0.9528715117224331,0.001
64,74.67693057926085,68.98857620507106,1.1988701555464003,0.9326679788786789,0.001
65,74.99042112229614,68.20841460016717,1.2161955690383912,0.9548682344370875,0.001
66,75.22031418718869,67.81833379771524,1.1962533850140042,0.924070183573098,0.001
67,75.97617471872931,68.59849540261911,1.1881169901953803,0.9320229970175644,0.001
68,75.83336236023547,68.51490665923656,1.2040155641237895,0.95987770269657,0.001
69,76.48472604409767,68.26414042908888,1.1672330882814195,0.934258471275198,0.001
70,76.31404785955624,68.20841460016717,1.1992827243275113,0.9475782184765257,0.001
71,76.90967989132328,68.26414042908888,1.155766617986891,0.9200881616822605,0.001
72,76.61708871782368,68.76567288938423,1.2069373525513543,0.9426470809969408,0.001
73,77.22317043435856,68.431317915854,1.1926833878623115,0.932852068851734,0.001
74,77.2928349994775,69.4901086653664,1.1489519291453891,0.9316841117266951,0.001
75,77.71430561844717,68.65422123154083,1.166704175737169,0.9341715820904436,0.001
76,78.06262844404193,68.59849540261911,1.1426756061447991,0.952326540289254,0.001
77,78.06959490055382,68.70994706046253,1.2132307585080464,0.9585421578637485,0.001
78,78.57466299766624,68.34772917247143,1.2052462837431166,0.9576997674744705,0.001
79,78.67915984534467,69.4343828364447,1.1874403879377577,0.968016227771496,0.001
80,78.94736842105263,68.79353580384509,1.1740287677447,0.940855270829694,0.001
81,79.1946776272249,68.84926163276678,1.1390049166149563,0.9431696431390171,0.001
82,78.93343550802884,68.40345500139314,1.0896672656801012,0.9362903011256251,0.001
83,79.82514194155142,67.59543048202842,1.1786704071362812,0.9703418016433716,0.001
84,79.45591974642097,69.21147952075786,1.1315642717149523,0.9452609604802625,0.001
85,79.92615556097391,68.59849540261911,1.1643614376915825,0.9600187971674162,0.001
86,79.87739036539064,68.12482585678462,1.0695249605178834,0.9784279712315264,0.001
87,80.2257131909854,68.51490665923656,1.1400470773379008,0.9310421429831406,0.001
88,80.49740499494932,68.18055168570632,1.1546291369862027,0.9830484739665327,0.001
89,80.77258002716918,69.5458344942881,1.0979624915122985,0.9540088505580507,0.001
90,81.07213765718068,69.26720534967957,1.0942887939347161,0.9168152881079706,0.001
91,81.42742693928733,68.79353580384509,1.1238552119996812,0.9703982636846346,0.001
92,81.42394371103138,68.57063248815825,1.1028806238704258,0.9513183606081995,0.001
93,81.75136716709046,68.04123711340206,1.0867443500624763,0.9693609311662871,0.001
94,81.8349646452332,67.79047088325439,1.07878697236379,0.9616331725284971,0.001
95,81.81058204744157,69.37865700752297,1.1168585234218174,0.9647102479276985,0.001
96,82.22508620989933,68.9607132906102,1.1607647233539158,0.9511988615167553,0.001
97,82.16238810129228,69.04430203399275,1.1056803875499301,0.9512567910654791,0.001
98,82.47936187258351,69.35079409306213,1.094092100461324,0.9514093481261154,0.001
99,82.88689957852938,69.4901086653664,1.1571653784645928,0.9733803806633785,0.001
100,82.72667107875579,68.62635831707998,1.062368999057346,0.9663341990832625,0.001
101,83.01926225225539,69.82446363889663,1.0909328542815315,0.9627092809512697,0.001
102,83.06454421958271,68.04123711340206,1.1376825096872119,0.9979115580690319,0.001
103,82.73712076352363,69.23934243521872,1.101344830195109,0.9765117579493029,0.001
104,83.67759239262949,67.98551128448037,1.0797031977441576,0.9696271830591662,0.001
105,83.93883451182556,69.26720534967957,1.1305874286757576,0.9965420879166702,0.001
106,84.01894876171235,69.23934243521872,1.186828556060791,0.950658341933941,0.001
107,83.82040475112335,69.26720534967957,1.0949170215924582,0.9365225907029777,0.001
108,83.87265317496255,68.76567288938423,1.0919240747557746,0.9597785185123312,0.001
109,84.07119718555157,69.32293117860128,1.111225622759925,0.9792603213211586,0.001
110,84.25580828311679,68.79353580384509,1.1015839706526862,0.983094285274374,0.001
111,83.97018356612908,68.59849540261911,1.0421708310974969,0.9841641146561195,0.001
112,84.41255355463444,69.23934243521872,1.106678995291392,0.945064532345739,0.001
113,84.48918457626529,68.12482585678462,1.0557496076160007,0.9812995811988567,0.001
114,85.08133337977638,68.15268877124548,1.0943363965882196,0.9744185353147572,0.001
115,85.0465010972169,69.60156032320981,0.9873713043000963,0.9721168649607691,0.001
116,85.10571597756801,68.76567288938423,1.081983705361684,0.9664321007399723,0.001
117,85.69089832456721,68.51490665923656,1.060347287389967,0.9688008489279911,0.001
118,85.04301786896096,69.57369740874896,1.0619565931955974,0.9654861441973982,0.001
119,85.22414573827022,69.51797157982725,1.120193158255683,0.9842341048964138,0.001
